#2026-09-25
00008F	Raytheon	US
000090	MICROCOM	US
000091	ANRITSU CORPORATION	JP
000092	COGENT DATA TECHNOLOGIES	US
000093	PROTEON INC.	US
000094	ASANTE TECHNOLOGIES	US
000095	SONY TEKTRONIX CORP.	JP
000096	MARCONI ELECTRONICS LTD.	GB
000097	Dell EMC	US
000098	CROSSCOMM CORPORATION	US
000099	MTX, INC.	US
00009A	RC COMPUTER A/S	DK
00009B	INFORMATION INTERNATIONAL, INC	JP
00009C	ROLM MIL-SPEC COMPUTERS	US
00009D	LOCUS COMPUTING CORPORATION	US
00009E	MARLI S.A.	CH
00009F	AMERISTAR TECHNOLOGIES INC.	US
0000A0	SANYO Electric Co., Ltd.	JP
0000A1	MARQUETTE ELECTRIC CO.	US
0000A2	Bay Networks	US
0000A3	NETWORK APPLICATION TECHNOLOGY	US
0000A4	ACORN COMPUTERS LIMITED	GB
0000A5	Tattile SRL	US
0000A6	NETWORK GENERAL CORPORATION	US
0000A7	NETWORK COMPUTING DEVICES INC.	US
0000A8	Stratus Technologies	US
0000A9	NETWORK SYSTEMS CORP.	US
0000AA	XEROX CORPORATION	US
0000AB	LOGIC MODELING CORPORATION	US
0000AC	CONWARE COMPUTER CONSULTING	DE
0000AD	BRUKER INSTRUMENTS INC.	US
0000AE	DASSAULT ELECTRONIQUE	FR
0000AF	Canberra Industries, Inc.	US
0000B0	RND-RAD NETWORK DEVICES	IL
0000B1	Alpha Micro	US
0000B2	TELEVIDEO SYSTEMS, INC.	US
0000B3	CIMLINC INCORPORATED	US
0000B4	Edimax Technology Co. Ltd.	TW
0000B5	DATABILITY SOFTWARE SYS. INC.	US
0000B6	MICRO-MATIC RESEARCH	BE
0000B7	DOVE COMPUTER CORPORATION	US
0000B8	SEIKOSHA CO., LTD.	JP
0000B9	MCDONNELL DOUGLAS COMPUTER SYS	GB
0000BA	SIIG, INC.	US
0000BB	TRI-DATA	US
0000BC	Rockwell Automation	US
0000BD	RYOSEI, Ltd.	JP
0000BE	THE NTI GROUP	US
0000BF	SYMMETRIC COMPUTER SYSTEMS	US
0000C0	WESTERN DIGITAL CORPORATION	US
0000C1	Madge Ltd.	GB
0000C2	INFORMATION PRESENTATION TECH.	US
0000C3	Harris Corporation	US
0000C4	WATERS DIV. OF MILLIPORE	US
0000C5	Commscope	US
0000C6	EON SYSTEMS	US
0000C7	ARIX CORPORATION	US
0000C8	ALTOS COMPUTER SYSTEMS	US
0000C9	Emulex Corporation	US
0000CA	Commscope	US
0000CB	COMPU-SHACK ELECTRONIC GMBH	DE
0000CC	DENSAN CO., LTD.	JP
0000CD	Allied Telesis Labs Ltd	NZ
0000CE	MEGADATA CORP.	US
0000CF	HAYES MICROCOMPUTER PRODUCTS	CA
0000D0	DEVELCON ELECTRONICS LTD.	CA
0000D1	ADAPTEC INCORPORATED	US
0000D2	SBE, INC.	US
0000D3	WANG LABORATORIES INC.
0000D4	PURE DATA LTD.	CA
0000D5	MICROGNOSIS INTERNATIONAL	GB
0000D6	PUNCH LINE HOLDING	ZA
0000D7	DARTMOUTH COLLEGE	US
0000D8	Novell, Inc.	US
0000D9	NIPPON TELEGRAPH & TELEPHONE	JP
0000DA	ATEX	US
0000DB	British Telecommunications plc	GB
0000DC	HAYES MICROCOMPUTER PRODUCTS	US
0000DD	TCL INCORPORATED	US
0000DE	CETIA	FR
0000DF	BELL & HOWELL PUB SYS DIV	US
0000E0	QUADRAM CORP.	US
0000E1	GRID SYSTEMS	US
0000E2	ACER TECHNOLOGIES CORP.	US
0000E3	INTEGRATED MICRO PRODUCTS LTD	GB
0000E4	IN2 GROUPE INTERTECHNIQUE	FR
0000E5	SIGMEX LTD.	GB
0000E6	APTOR PRODUITS DE COMM INDUST	FR
0000E7	Star Gate Technologies	US
0000E8	ACCTON TECHNOLOGY CORP.	US
0000E9	ISICAD, INC.	US
0000EA	UPNOD AB	SE
0000EB	MATSUSHITA COMM. IND. CO. LTD.	JP
0000EC	MICROPROCESS	FR
0000ED	APRIL	FR
0000EE	NETWORK DESIGNERS, LTD.	GB
0000EF	KTI	US
0000F0	Samsung Electronics Co.,Ltd	KR
0000F1	MAGNA COMPUTER CORPORATION	US
0000F2	SPIDER COMMUNICATIONS	CA
0000F3	GANDALF DATA LIMITED	CA
0000F4	Allied Telesis, Inc.	US
0000F5	DIAMOND SALES LIMITED	GB
0000F6	APPLIED MICROSYSTEMS CORP.	US
0000F7	YOUTH KEEP ENTERPRISE CO LTD	TW
0000F8	DIGITAL EQUIPMENT CORPORATION	US
0000F9	QUOTRON SYSTEMS INC.	US
0000FA	MICROSAGE COMPUTER SYSTEMS INC	US
0000FB	RECHNER ZUR KOMMUNIKATION	DE
0000FC	MEIKO	GB
0000FD	HIGH LEVEL HARDWARE	GB
0000FE	Annapolis Micro Systems, Inc.	US
0000FF	CAMTEC ELECTRONICS LTD.	GB
000100	EQUIP'TRANS	FR
000101	Private
000102	3COM	US
000103	3COM	US
000104	DVICO Co., Ltd.	KR
000105	Beckhoff Automation GmbH	DE
000106	Tews Datentechnik GmbH	DE
000107	Leiser GmbH	DE
000108	AVLAB Technology, Inc.	TW
000109	Nagano Japan Radio Co., Ltd.	JP
00010A	CIS TECHNOLOGY INC.	TW
00010B	Space CyberLink, Inc.	KR
00010C	System Talks Inc.	JP
00010D	Teledyne DALSA Inc.	CA
00010E	Bri-Link Technologies Co., Ltd	TW
00010F	Brocade Communications Systems LLC	US
000110	Gotham Networks	US
000111	iDigm Inc.	KR
000112	Shark Multimedia Inc.	US
000113	OLYMPUS CORPORATION	JP
000114	KANDA TSUSHIN KOGYO CO., LTD.	JP
000115	EXTRATECH CORPORATION	US
000116	Netspect Technologies, Inc.	US
000117	Canal +	FR
000118	EZ Digital Co., Ltd.	KR
000119	RTUnet (Australia)	AU
00011A	Hoffmann und Burmeister GbR	DE
00011B	Unizone Technologies, Inc.	KR
00011C	Universal Talkware Corporation	US
00011D	Centillium Communications	US
00011E	Precidia Technologies, Inc.	CA
00011F	RC Networks, Inc.	US
000120	OSCILLOQUARTZ S.A.	CH
000121	WatchGuard Technologies, Inc.	US
000122	Trend Communications, Ltd.	GB
000123	Schneider Electric Japan Holdings Ltd.	JP
000124	Acer Incorporated	TW
000125	YAESU MUSEN CO., LTD.	JP
000126	PAC Labs	US
000127	OPEN Networks Pty Ltd	AU
000128	EnjoyWeb, Inc.	US
000129	DFI Inc.	TW
00012A	Telematica Sistems Inteligente	BR
00012B	TELENET Co., Ltd.
00012C	Aravox Technologies, Inc.	US
00012D	Komodo Technology	US
00012E	PC Partner Ltd.	CN
00012F	Twinhead International Corp	TW
000130	Extreme Networks, Inc.	US
000131	Bosch Security Systems, Inc.	US
000132	Dranetz - BMI	US
000133	KYOWA Electronic Instruments C	JP
000134	Selectron Systems AG	CH
000135	KDC Corp.	KR
000136	CyberTAN Technology Inc.	TW
000137	IT Farm Corporation	JP
000138	XAVi Technologies Corp.	TW
000139	Point Multimedia Systems	KR
00013A	SHELCAD COMMUNICATIONS, LTD.	IL
00013B	BNA SYSTEMS	US
00013C	TIW SYSTEMS	US
00013D	RiscStation Ltd.	GB
00013E	Ascom Tateco AB	SE
00013F	Neighbor World Co., Ltd.	KR
000140	Sendtek Corporation	TW
000141	CABLE PRINT	BE
000142	Cisco Systems, Inc	US
000143	Cisco Systems, Inc	US
000144	Dell EMC	US
000145	WINSYSTEMS, INC.	US
000146	Tesco Controls, Inc.	US
000147	Zhone Technologies, Inc.	US
000148	X-traWeb Inc.	US
000149	TDT AG	DE
00014A	Sony Corporation	JP
00014B	Ennovate Networks, Inc.	US
00014C	Berkeley Process Control	US
00014D	Shin Kin Enterprises Co., Ltd	TW
00014E	WIN Enterprises, Inc.	US
00014F	Adtran Inc	US
000150	GILAT COMMUNICATIONS, LTD.	IL
000151	Ensemble Communications	US
000152	CHROMATEK INC.	JP
000153	ARCHTEK TELECOM CORPORATION	TW
000154	G3M Corporation	US
000155	Promise Technology, Inc.	TW
000156	FIREWIREDIRECT.COM, INC.	US
000157	SYSWAVE CO., LTD	KR
000158	Electro Industries/Gauge Tech	US
000159	S1 Corporation	KR
00015A	Digital Video Broadcasting	CH
00015B	ITALTEL S.p.A/RF-UP-I	IT
00015C	CADANT INC.	US
00015D	Oracle Corporation	US
00015E	BEST TECHNOLOGY CO., LTD.	KR
00015F	DIGITAL DESIGN GmbH	DE
000160	ELMEX Co., LTD.	JP
000161	Meta Machine Technology	US
000162	Cygnet Technologies, Inc.	US
000163	Cisco Systems, Inc	US
000164	Cisco Systems, Inc	US
000165	AirSwitch Corporation	US
000166	TC GROUP A/S	DK
000167	HIOKI E.E. CORPORATION	JP
000168	VITANA CORPORATION	CA
000169	Celestix Networks Pte Ltd.	SG
00016A	ALITEC	FR
00016B	LightChip, Inc.	US
00016C	FOXCONN	US
00016D	CarrierComm Inc.	US
00016E	Conklin Corporation	US
00016F	Inkel Corp.	KR
000170	ESE Embedded System Engineer'g	DE
000171	Allied Data Technologies	NL
000172	TechnoLand Co., LTD.	JP
000173	AMCC	US
000174	CyberOptics Corporation	US
000175	Radiant Communications Corp.	US
000176	Orient Silver Enterprises	US
000177	EDSL	IL
000178	MARGI Systems, Inc.	US
000179	WIRELESS TECHNOLOGY, INC.	KR
00017A	Chengdu Maipu Electric Industrial Co., Ltd.	CN
00017B	Heidelberger Druckmaschinen AG	DE
00017C	AG-E GmbH	DE
00017D	ThermoQuest	US
00017E	ADTEK System Science Co., Ltd.	JP
00017F	Experience Music Project	US
000180	AOpen, Inc.	TW
000181	Nortel Networks	US
000182	DICA TECHNOLOGIES AG	DE
000183	ANITE TELECOMS	GB
000184	SIEB & MEYER AG	DE
000185	Hitachi Aloka Medical, Ltd.	JP
000186	Uwe Disch	DE
000187	I2SE GmbH	DE
000188	LXCO Technologies ag	DE
000189	Refraction Technology, Inc.	US
00018A	ROI COMPUTER AG	DE
00018B	NetLinks Co., Ltd.	KR
00018C	Mega Vision	US
00018D	AudeSi Technologies	CA
00018E	Logitec Corporation	JP
00018F	Kenetec, Inc.	US
000190	SMK-M	US
000191	SYRED Data Systems	US
000192	Texas Digital Systems	US
000193	Hanbyul Telecom Co., Ltd.	KR
000194	Capital Equipment Corporation	US
000195	Sena Technologies, Inc.	KR
000196	Cisco Systems, Inc	US
000197	Cisco Systems, Inc	US
000198	Darim Vision	KR
000199	HeiSei Electronics	TW
00019A	LEUNIG GmbH	DE
00019B	Kyoto Microcomputer Co., Ltd.	JP
00019C	Lumentum	CA
00019D	E-Control Systems, Inc.	US
00019E	ESS Technology, Inc.	US
00019F	ReadyNet	US
0001A0	Infinilink Corporation	US
0001A1	Mag-Tek, Inc.	US
0001A2	Logical Co., Ltd.	JP
0001A3	GENESYS LOGIC, INC.	TW
0001A4	Microlink Corporation	US
0001A5	Nextcomm, Inc.	US
0001A6	Scientific-Atlanta Arcodan A/S	DK
0001A7	UNEX TECHNOLOGY CORPORATION	TW
0001A8	Welltech Computer Co., Ltd.	TW
0001A9	BMW AG	DE
0001AA	Airspan Communications, Ltd.	GB
0001AB	Main Street Networks	US
0001AC	Sitara Networks, Inc.	US
0001AD	Coach Master International d.b.a. CMI Worldwide, Inc.	US
0001AE	Trex Enterprises	US
0001AF	Artesyn Embedded Technologies	US
0001B0	Fulltek Technology Co., Ltd.	TW
0001B1	General Bandwidth	US
0001B2	Digital Processing Systems, Inc.	CA
0001B3	Precision Electronic Manufacturing	US
0001B4	Wayport, Inc.	US
0001B5	Turin Networks, Inc.	US
0001B6	SAEJIN T&M Co., Ltd.	KR
0001B7	Centos, Inc.	TW
0001B8	Netsensity, Inc.	US
0001B9	SKF (U.K.) Limited	GB
0001BA	IC-Net, Inc.	KR
0001BB	Frequentis	AT
0001BC	Brains Corporation	JP
0001BD	Peterson Electro-Musical Products, Inc.	US
0001BE	Gigalink Co., Ltd.	KR
0001BF	Teleforce Co., Ltd.	JP
0001C0	CompuLab, Ltd.	IL
0001C1	Vitesse Semiconductor Corporation	DK
0001C2	ARK Research Corp.	US
0001C3	Acromag, Inc.	US
0001C4	NeoWave, Inc.	KR
0001C5	Simpler Networks	CA
0001C6	Quarry Technologies	US
0001C7	Cisco Systems, Inc	US
0001C8	CONRAD CORP.
0001C9	Cisco Systems, Inc	US
0001CA	Geocast Network Systems, Inc.	US
0001CB	EVR	IL
0001CC	Brand Maker Enabler Inc.	JP
0001CD	ARtem	DE
0001CE	Custom Micro Products, Ltd.	GB
0001CF	Alpha Data Parallel Systems, Ltd.	GB
0001D0	VitalPoint, Inc.	US
0001D1	CoNet Communications, Inc.	US
0001D2	inXtron, Inc.	TW
0001D3	PAXCOMM, Inc.	KR
0001D4	Leisure Time, Inc.	US
0001D5	HAEDONG INFO & COMM CO., LTD	KR
0001D6	manroland AG	DE
0001D7	F5 Inc.	US
0001D8	Teltronics, Inc.	US
0001D9	Sigma, Inc.	JP
0001DA	WINCOMM Corporation	TW
0001DB	Freecom Technologies GmbH	DE
0001DC	Activetelco	US
0001DD	Avail Networks	US
0001DE	Trango Systems, Inc.	US
0001DF	ISDN Communications, Ltd.	GB
0001E0	Fast Systems, Inc.	KR
0001E1	Kinpo Electronics, Inc.	TW
0001E2	Ando Electric Corporation	JP
0001E3	Siemens AG	DE
0001E4	Sitera, Inc.	US
0001E5	Supernet, Inc.	KR
0001E6	Hewlett Packard	US
0001E7	Hewlett Packard	US
0001E8	Force10 Networks, Inc.	US
0001E9	Litton Marine Systems B.V.	GB
0001EA	Cirilium Corp.	US
0001EB	C-COM Corporation	TW
0001EC	Ericsson Group	SE
0001ED	SETA Corp.	JP
0001EE	Comtrol Europe, Ltd.	GB
0001EF	Camtel Technology Corp.	TW
0001F0	Tridium, Inc.	US
0001F1	Innovative Concepts, Inc.	US
0001F2	Mark of the Unicorn, Inc.	US
0001F3	QPS, Inc.	US
0001F4	Enterasys	US
0001F5	ERIM S.A.	FR
0001F6	Association of Musical Electronics Industry	JP
0001F7	Image Display Systems, Inc.	US
0001F8	TEXIO TECHNOLOGY CORPORATION	JP
0001F9	TeraGlobal Communications Corp.	US
0001FA	HOROSCAS	FR
0001FB	DoTop Technology, Inc.	TW
0001FC	Keyence Corporation	JP
0001FD	Digital Voice Systems, Inc.	US
0001FE	DIGITAL EQUIPMENT CORPORATION	US
0001FF	Data Direct Networks, Inc.	US
000200	Net & Sys Co., Ltd.	KR
000201	IFM Electronic gmbh	DE
000202	Amino Communications, Ltd.	GB
000203	Woonsang Telecom, Inc.	KR
000204	Bodmann Industries Elektronik GmbH	DE
000205	Hitachi Denshi, Ltd.	JP
000206	Telital R&D Denmark A/S	DK
000207	VisionGlobal Network Corp.	US
000208	Unify Networks, Inc.	US
000209	Shenzhen SED Information Technology Co., Ltd.	CN
00020A	Gefran Spa	IT
00020B	Native Networks, Inc.	IL
00020C	Metro-Optix	US
00020D	Micronpc.com	US
00020E	ECI Telecom Ltd.	IL
00020F	AATR	FR
000210	Fenecom	KR
000211	Nature Worldwide Technology Corp.	TW
000212	SierraCom	US
000213	S.D.E.L.	FR
000214	DTVRO	KR
000215	Cotas Computer Technology A/B	DK
000216	Cisco Systems, Inc	US
000217	Cisco Systems, Inc	US
000218	Advanced Scientific Corp	TW
000219	Paralon Technologies	US
00021A	Zuma Networks	US
00021B	Kollmorgen-Servotronix	IL
00021C	Network Elements, Inc.	US
00021D	Data General Communication Ltd.	CN
00021E	SIMTEL S.R.L.	IT
00021F	Aculab PLC	GB
000220	CANON FINETECH INC.	JP
000221	DSP Application, Ltd.	TW
000222	Chromisys, Inc.	US
000223	ClickTV	KR
000224	C-COR	US
000225	One Stop Systems	US
000226	XESystems, Inc.	US
000227	ESD Electronic System Design GmbH	DE
000228	Necsom, Ltd.	FI
000229	Adtec Corporation	JP
00022A	Asound Electronic	CN
00022B	SAXA, Inc.	JP
00022C	ABB Bomem, Inc.	CA
00022D	Agere Systems	NL
00022E	TEAC Corp. R& D	JP
00022F	P-Cube, Ltd.	IL
000230	Intersoft Electronics	BE
000231	Ingersoll-Rand	US
000232	Avision, Inc.	TW
000233	Mantra Communications, Inc.	US
000234	Imperial Technology, Inc.	US
000235	Paragon Networks International	US
000236	INIT GmbH	DE
000237	Cosmo Research Corp.	KW
000238	Serome Technology, Inc.	KR
000239	Visicom	US
00023A	ZSK Stickmaschinen GmbH	DE
00023B	Ericsson	US
00023C	Creative Technology, Ltd.	SG
00023D	Cisco Systems, Inc	US
00023E	Selta Telematica S.p.a	IT
00023F	Compal Electronics INC.	TW
000240	Seedek Co., Ltd.	KR
000241	Amer.com	US
000242	Videoframe Systems	US
000243	Raysis Co., Ltd.	KR
000244	SURECOM Technology Co.	TW
000245	Lampus Co, Ltd.	KR
000246	All-Win Tech Co., Ltd.	TW
000247	Great Dragon Information Technology (Group) Co., Ltd.	CN
000248	Pilz GmbH & Co.	DE
000249	Aviv Infocom Co, Ltd.	KR
00024A	Cisco Systems, Inc	US
00024B	Cisco Systems, Inc	US
00024C	SiByte, Inc.	US
00024D	Mannesman Dematic Colby Pty. Ltd.	AU
00024E	Datacard Group	US
00024F	IPM Datacom S.R.L.	IT
000250	Geyser Networks, Inc.	US
000251	Soma Networks, Inc.	US
000252	Carrier Corporation	US
000253	Televideo, Inc.	US
000254	WorldGate	US
000255	IBM Corp	US
000256	Alpha Processor, Inc.	US
000257	Microcom Corp.	US
000258	Flying Packets Communications	US
000259	Tsann Kuen China (Shanghai)Enterprise Co., Ltd. IT Group	CN
00025A	Catena Networks	CA
00025B	Cambridge Silicon Radio	GB
00025C	SCI Systems (Kunshan) Co., Ltd.	CN
00025D	Calix Networks	US
00025E	High Technology Ltd	CN
00025F	Nortel Networks	CA
000260	Accordion Networks, Inc.	US
000261	Tilgin AB	SE
000262	Soyo Group Soyo Com Tech Co., Ltd	TW
000263	RPS S.p.A.	IT
000264	AudioRamp.com	US
000265	Virditech Co. Ltd.	KR
000266	Thermalogic Corporation	US
000267	NODE RUNNER, INC.	US
000268	Harris Government Communications	US
000269	Nadatel Co., Ltd	KR
00026A	Cocess Telecom Co., Ltd.	KR
00026B	BCM Computers Co., Ltd.	TW
00026C	Philips CFT	NL
00026D	Adept Telecom	FR
00026E	NeGeN Access, Inc.	US
00026F	Senao International Co., Ltd.	TW
000270	Crewave Co., Ltd.	KR
000271	Zhone Technologies, Inc.	US
000272	CC&C Technologies, Inc.	TW
000273	Coriolis Networks	US
000274	Tommy Technologies Corp.	KR
000275	SMART Technologies, Inc.	CA
000276	Primax Electronics Ltd.	TW
000277	Cash Systemes Industrie	FR
000278	SAMSUNG ELECTRO MECHANICS CO., LTD.	KR
000279	Control Applications, Ltd.	IL
00027A	IOI Technology Corporation	TW
00027B	Amplify Net, Inc.	US
00027C	Trilithic, Inc.	US
00027D	Cisco Systems, Inc	US
00027E	Cisco Systems, Inc	US
00027F	ask-technologies.com	GB
000280	Mu Net, Inc.	US
000281	Madge Ltd.	GB
000282	ViaClix, Inc.	US
000283	Spectrum Controls, Inc.	US
000284	UK Grid Solutions Limited	GB
000285	Riverstone Networks	US
000286	Occam Networks	US
000287	Adapcom	US
000288	GLOBAL VILLAGE COMMUNICATION	US
000289	DNE Technologies	US
00028A	Ambit Microsystems Corporation	TW
00028B	VDSL Systems OY	FI
00028C	Micrel-Synergy Semiconductor	US
00028D	Movita Technologies, Inc.	TW
00028E	Rapid 5 Networks, Inc.	US
00028F	Globetek, Inc.	US
000290	Woorigisool, Inc.	KR
000291	Open Network Co., Ltd.	JP
000292	Logic Innovations, Inc.	US
000293	Solid Data Systems	US
000294	Tokyo Sokushin Co., Ltd.	JP
000295	MAVENIR IPA UK LTD	GB
000296	Lectron Co,. Ltd.	TW
000297	C-COR.net	US
000298	Broadframe Corporation	US
000299	Apex, Inc.	US
00029A	Storage Apps	US
00029B	Kreatel Communications AB	SE
00029C	3COM	US
00029D	Merix Corp.	KR
00029E	Information Equipment Co., Ltd.	KR
00029F	L-3 Communication Aviation Recorders	US
0002A0	Flatstack Ltd.	HU
0002A1	World Wide Packets	US
0002A2	Hilscher GmbH	DE
0002A3	Hitachi Energy Switzerland Ltd	CH
0002A4	AddPac Technology Co., Ltd.	KR
0002A5	Hewlett Packard	US
0002A6	Effinet Systems Co., Ltd.	KR
0002A7	Vivace Networks	US
0002A8	Air Link Technology	KR
0002A9	RACOM, s.r.o.	CZ
0002AA	PLcom Co., Ltd.	KR
0002AB	CTC Union Technologies Co., Ltd.	TW
0002AC	3PAR data	US
0002AD	HOYA Corporation	JP
0002AE	Scannex Electronics Ltd.	GB
0002AF	TeleCruz Technology, Inc.	US
0002B0	Hokubu Communication & Industrial Co., Ltd.	JP
0002B1	Anritsu, Ltd.	GB
0002B2	Cablevision	US
0002B3	Intel Corporation	US
0002B4	DAPHNE	BE
0002B5	Avnet, Inc.	US
0002B6	Acrosser Technology Co., Ltd.	TW
0002B7	Watanabe Electric Industry Co., Ltd.	JP
0002B8	WHI KONSULT AB	SE
0002B9	Cisco Systems, Inc	US
0002BA	Cisco Systems, Inc	US
0002BB	Continuous Computing Corp	US
0002BC	LVL 7 Systems, Inc.	US
0002BD	Bionet Co., Ltd.	KR
0002BE	Totsu Engineering, Inc.	JP
0002BF	dotRocket, Inc.	US
0002C0	Bencent Tzeng Industry Co., Ltd.	TW
0002C1	Innovative Electronic Designs, Inc.	US
0002C2	Net Vision Telecom	KR
0002C3	Arelnet Ltd.	IL
0002C4	OPT Machine Vision Tech Co., Ltd	CN
0002C5	Evertz Microsystems Ltd.	CA
0002C6	Data Track Technology PLC	GB
0002C7	ALPSALPINE CO,.LTD	JP
0002C8	Technocom Communications Technology (pte) Ltd	SG
0002C9	Mellanox Technologies, Inc.	US
0002CA	EndPoints, Inc.	US
0002CB	TriState Ltd.	JP
0002CC	M.C.C.I	US
0002CD	TeleDream, Inc.	KR
0002CE	FoxJet, Inc.	US
0002CF	ZyGate Communications, Inc.	TW
0002D0	Comdial Corporation	US
0002D1	Vivotek, Inc.	TW
0002D2	Workstation AG	CH
0002D3	NetBotz, Inc.	US
0002D4	PDA Peripherals, Inc.	US
0002D5	ACR	FR
0002D6	NICE Systems	IL
0002D7	EMPEG Ltd	GB
0002D8	BRECIS Communications Corporation	US
0002D9	Reliable Controls	CA
